X,Y,OBJECTID,LRSDate,RouteIdentifier,Location,DirectionOfTravel,StateRouteNumber,RelatedRouteType,RelatedRouteQualifier,SingleUnitTruckPct,DoubleUnitTruckPct,TripleUnitTruckPct,AADT,AccumulatedRouteMile,GlobalID,ReportingYear
-122.108991742366,47.9168803147554,95,2022/12/31 08:00:00+00,009R100986,"R1 RAMP (SR 9 SB TO 2ND ST)  AFTER MILEPOST 0.00: SR 9 SB INTERSECTION; BEGIN ROUTE",South,009,R1,00986,,,,970,0.189999998,{37DD2D01-67D8-4F88-BA8F-AFB112611045},2022
-122.19206453195,46.7629874722603,96,2022/12/31 08:00:00+00,007,SOUTH OF MILEPOST 16.82: SR 706 INTERSECTION,Bothways,007,,,8.34000015,4.1500001,0.709999979,2800,16.8099995,{EE5C6BF2-D863-4F7E-9038-22061FD834B6},2022
-117.155381436055,47.6671912510679,97,2022/12/31 08:00:00+00,090S129371,"S1 RAMP (BARKER RD TO SR 90 WB)  AFTER MILEPOST 0.00: LX29396-BARKER RD ROUNDABOUT; BEGIN ROUTE",Southwest,090,S1,29371,4.90999985,2.47000003,0.409999996,8300,0.0599999987,{11FC4758-FC0A-40B0-BC60-76FB6D004612},2022
-123.298508742248,48.0961051973008,98,2022/12/31 08:00:00+00,101,EAST OF MILEPOST 255.29: OLD OLYMPIC HWY WYE CONNECTION,Bothways,101,,,,,,20000,254.559998,{B962F2DC-1D3C-42F9-A46F-0127381BCB31},2022
-122.341528301245,48.4343292799386,99,2022/12/31 08:00:00+00,005S122721,"S1 RAMP (COLLEGE WAY TO SR 5 SB)  AFTER MILEPOST 0.00: COLLEGE WAY, LX22773 INTERSECTION; BEGIN ROUTE",South,005,S1,22721,,,,6600,0.109999999,{7C37EDDB-DC26-4E5A-816A-8B84ADE5850D},2022
-119.342857459317,47.1037641302775,100,2022/12/31 08:00:00+00,090P117461,"P1 RAMP (SR 90 EB TO PRITCHARD RD)  AFTER MILEPOST 0.00: SR 90 EB INTERSECTION; BEGIN ROUTE",East,090,P1,17461,7.8499999,4.0999999,1.37,290,0.0900000036,{BD6A102B-9FE8-4837-A852-A3B8BECBD7CF},2022
-122.129699025919,48.2004688222362,101,2022/12/31 08:00:00+00,009,NORTH OF MILEPOST 29.57: SR 530 INTERSECTION,Bothways,009,,,5.86999989,2.1099999,0.170000002,8300,29.5799999,{5D6EA6A6-B436-4519-B2C5-96F981A96A6F},2022
-122.137635272244,47.9814741886908,102,2022/12/31 08:00:00+00,204,NORTH OF MILEPOST 0.23: SR 2 EB ON RAMP,Bothways,204,,,2.42000008,1.00999999,0,39000,0.270000011,{D31DE16C-14A0-4CA5-9F74-B461300BF4AF},2022
-122.59449975529,47.5049082076866,103,2022/12/31 08:00:00+00,160,EAST OF MILEPOST 2.54: LONG LAKE RD SE INTERSECTION,Bothways,160,,,6.11999989,0.340000004,0.0500000007,8400,2.54999995,{675BC3F6-9DD5-415E-A93D-29D52875F2C8},2022
-122.826248312911,45.9808344115043,104,2022/12/31 08:00:00+00,005R102800,"R1 RAMP (SR 5 SB TO TODD RD)  AFTER MILEPOST 0.00: SR 5 SB INTERSECTION; BEGIN ROUTE",Southeast,005,R1,02800,6.21999979,9.59000015,1.16999996,1400,0.219999999,{C415DF42-739E-4B53-ACA4-163BF15BE92E},2022
-122.588774891743,47.3209692658803,105,2022/12/31 08:00:00+00,016P101171,"P1 RAMP (SR 16 WB TO PIONEER WY)  AFTER MILEPOST 0.00: SR 16 WB INTERSECTION; BEGIN ROUTE",North,016,P1,01171,,,,5700,0.25999999,{48AC5C1E-C341-40E9-922B-C42403F13597},2022
-122.959569614405,46.895922241716,106,2022/12/31 08:00:00+00,005Q509521,"Q5 RAMP (SR 121 TO SR 5 NB)  AFTER MILEPOST 0.00: SR 121 INTERSECTION; BEGIN ROUTE",South,005,Q5,09521,,,,2700,0.0399999991,{36430899-5948-46A8-8378-62EB42942B5C},2022
-122.058457531675,47.5495558996889,107,2022/12/31 08:00:00+00,090R101618,"R1 RAMP (SR 90 WB TO 17TH AVE NW)  AFTER MILEPOST 0.00: SR 90 WB INTERSECTION; BEGIN ROUTE",Northwest,090,R1,01618,,,,5200,0.319999993,{67B4CDAD-F5A0-4A15-BDF1-6102DA3A17FD},2022
-117.406699718738,47.7967214589237,108,2022/12/31 08:00:00+00,395,SOUTH OF MILEPOST 168.59: HATCH RD ON RAMP,Bothways,395,,,2.73000002,1.09000003,0.270000011,29000,173.320007,{C8DC1CDF-02EB-4CBF-88F0-4D7FF0024253},2022
-122.661251708438,45.6476163010863,109,2022/12/31 08:00:00+00,500,"NORTH OF MILEPOST 0.00: NE 39TH ST OFF RAMP; BEGIN ROUTE",Bothways,500,,,2.77999997,1.65999997,0.0399999991,34000,0.00999999978,{E6EB0004-0A1C-4B8C-9EFC-830EE0370F04},2022
-117.192229559452,47.6959095133268,110,2022/12/31 08:00:00+00,290,"EAST OF MILEPOST 10.74: SULLIVAN RD OFF RAMP; SULLIVAN RD ON RAMP",Bothways,290,,,,,,20000,10.6800003,{E5B634F8-C3AD-4A45-A78D-ABB66CD4FFA5},2022
-122.46178429427,47.2282870750813,111,2022/12/31 08:00:00+00,005CI13172,"COLLECTOR-DISTRIBUTOR  AFTER MILEPOST 0.00: SR 5 NB INTERSECTION; BEGIN ROUTE",Northeast,005,CI,13172,,,,9300,0.5,{67AEFE71-2BE9-4114-906D-73FA5394635E},2022
-120.537856900963,46.9744967794589,112,2022/12/31 08:00:00+00,090S510902,"S5 RAMP (CANYON RD TO SR 90 WB)  AFTER MILEPOST 0.00: LX10936-CANYON RD INTERSECTION; BEGIN ROUTE",Southeast,090,S5,10902,4.67999983,7.57999992,0.49000001,2500,0.150000006,{7D6F159F-77A4-478F-8CE4-45108E24E937},2022
-122.38148477426,47.8121163241007,113,2022/12/31 08:00:00+00,524,SOUTHEAST OF MILEPOST 0.01B: FERRY TERMINAL PARKING ENTRANCE/EXIT,Bothways,524,,,1.66999996,0.0799999982,0,3600,0.0199999996,{81D1331A-911A-461B-A733-369FFF2715FD},2022
-122.518854821187,48.7880388928834,114,2022/12/31 08:00:00+00,005R125802,"R1 RAMP (SR 5 SB TO BAKERVIEW RD)  AFTER MILEPOST 0.00: SR 5 SB INTERSECTION; BEGIN ROUTE",South,005,R1,25802,,,,6500,0.300000012,{D781D943-768D-471C-BAD7-AE7F4C26DB0C},2022
-117.45800158176,47.7154133546004,115,2022/12/31 08:00:00+00,291,EAST OF MILEPOST 2.19: INDIAN TRAIL RD WYE CONNECTION,Bothways,291,,,,,,28000,2.18000007,{3B7FEFEA-0F01-46FD-9D11-460F0A4D4D37},2022
-122.880147770349,46.3060890929776,116,2022/12/31 08:00:00+00,504,EAST OF MILEPOST 2.00: TOWER RD INTERSECTION,Bothways,504,,,8.48999977,1.87,0.370000005,7300,2.00999999,{F977393B-45FA-4C16-BA8D-64C6E93FA374},2022
-122.462570040399,48.7552085504704,117,2022/12/31 08:00:00+00,005R125382,"R1 RAMP (SR 5 SB TO KING ST)  AFTER MILEPOST 0.00: SR 5 SB INTERSECTION; BEGIN ROUTE",West,005,R1,25382,,,,8700,0.109999999,{E1B9C10C-24E5-4625-A68C-82C15498D35F},2022
-122.229166078843,47.6355899352281,118,2022/12/31 08:00:00+00,520P100435,"P1 RAMP (SR 520 EB TO 84TH AVE NE)  AFTER MILEPOST 0.00: SR 520 EB INTERSECTION; BEGIN ROUTE",East,520,P1,00435,,,,2600,0.180000007,{DA4F03E8-FCC6-4B81-AF35-EC9D16A4195E},2022
-120.484967328201,46.6060156627932,119,2022/12/31 08:00:00+00,082S103288,"S1 RAMP (E YAKIMA AVE TO SR 82 WB)  AFTER MILEPOST 0.00: LX03324 INTERSECTION; BEGIN ROUTE",Northwest,082,S1,03288,3.30999994,1.63999999,0.129999995,7600,0.0799999982,{33AC0C70-998C-42C7-93E8-4A302A2FE0F7},2022
-119.423143368773,46.3834781861685,120,2022/12/31 08:00:00+00,240,NORTHWEST OF MILEPOST 20.47: SR 225 WYE CONNECTION,Bothways,240,,,4.25,8.76000023,0.910000026,4500,20.4599991,{BABC1C79-5E8E-4FB2-B467-17B3A78655ED},2022
-122.184472438198,48.0586056282724,121,2022/12/31 08:00:00+00,005,NORTH OF MILEPOST 199.58: SR 528 ON RAMP,Bothways,005,,,,,,131000,199.570007,{63284FF6-DA58-41B6-9761-C101994774C4},2022
-119.437038663504,48.7079700160758,122,2022/12/31 08:00:00+00,097,SOUTH OF MILEPOST 315.24: DIVISION ST INTERSECTION,Bothways,097,,,,,,4700,300.269989,{6A5FC528-C93B-43AE-AA74-8DC518B50E05},2022
-122.526494308197,45.8473003052041,123,2022/12/31 08:00:00+00,503,"NORTHWEST OF MILEPOST 12.99: NE 142ND AVE, NE MCBRIDE RD INTERSECTION",Bothways,503,,,,,,13000,12.7799997,{B2A896AB-C938-45DD-BE37-7C98D4441DED},2022
-120.341384770878,46.4277367651504,124,2022/12/31 08:00:00+00,082,AT MILEPOST 48.50: PERMANENT RECORDER P08,Bothways,082,,,3.93000007,10.1700001,1.78999996,28000,48.4700012,{652B4F79-3FFC-43DF-8B5A-14173DDAF931},2022
-122.313525850936,47.2892627120825,125,2022/12/31 08:00:00+00,161,SOUTH OF MILEPOST 36.23: SR 18 WYE CONNECTION,Bothways,161,,,,,,39000,36.2200012,{67AD707A-633C-4D80-B623-180280EEAAC4},2022
-119.473075802294,46.2516266980974,126,2022/12/31 08:00:00+00,082R109699,"R1 RAMP (SR 82 WB TO SR 224)  AFTER MILEPOST 0.00: SR 82 WB INTERSECTION; BEGIN ROUTE",West,082,R1,09699,4.61000013,2.9000001,0.159999996,3900,0.270000011,{B5181C4E-3FA2-4166-B2A3-60BFF1C97A6C},2022
-123.754569180263,46.6823675697852,127,2022/12/31 08:00:00+00,101,"EAST OF MILEPOST 57.12: CITY ST, PORT OF WILLAPA RD INTERSECTION",Bothways,101,,,,,,8800,57.1300011,{E837A6F3-7C46-4C27-8A9B-253AE8FD9CA4},2022
-122.341544266242,48.469958063182,128,2022/12/31 08:00:00+00,005Q523058,Q5 RAMP (SR 20 TO SR 5 NB)  AFTER MILEPOST 0.02: SR 20 EB WYE CONNECTION,Northwest,005,Q5,23058,,,,5600,0.140000001,{947FBDE9-9829-4167-BB5D-01D0B4DF7BD6},2022
-121.777279299839,47.8679159004324,129,2022/12/31 08:00:00+00,002,EAST OF MILEPOST 24.18: RICE RD NB ROUNDABOUT,Bothways,002,,,,,,14000,24.2700005,{AF68A691-5E94-497B-B841-899913EFB7E4},2022
-122.428184481422,48.4447784630468,130,2022/12/31 08:00:00+00,536,SOUTHEAST OF MILEPOST 0.14: SR 20 EB ON RAMP,Bothways,536,,,3.79999995,0.670000017,0.0299999993,7200,0.150000006,{6B9D9599-B2C3-4A81-951C-541342804E91},2022
-122.627371920331,47.5422166431639,131,2022/12/31 08:00:00+00,166,NORTHWEST OF MILEPOST 3.38: BAY ST WYE CONNECTION,Bothways,166,,,,,,17000,3.3499999,{CB189BE1-DBEB-4837-875D-923F22949B61},2022
-121.905453335274,45.6651373358915,132,2022/12/31 08:00:00+00,014,NORTHWEST OF MILEPOST 41.69: ASH LAKE RD INTERSECTION,Bothways,014,,,4.23000002,3.3900001,0.289999992,7500,41.6100006,{6ECB9C6D-8EB4-4BC2-959E-1C065BE0B016},2022
-122.385186013376,45.5798802397659,133,2022/12/31 08:00:00+00,500,EAST OF MILEPOST 20.41: SE UNION ST NB ROUNDABOUT,Bothways,500,,,4.1500001,1.23000002,0.0299999993,3100,22.2399998,{3C7AD0B6-A149-404D-B9D5-14BB10E921A3},2022
-122.208152158415,47.9132996845299,134,2022/12/31 08:00:00+00,005P218811,"P2 RAMP (P118811 TO SR 527)  AFTER MILEPOST 0.00: P118811 INTERSECTION; BEGIN ROUTE",Northeast,005,P2,18811,,,,8100,0.180000007,{1A1247F5-2B36-4CB1-8F7B-64E83DA42A62},2022
-122.675978389909,45.7827343216902,135,2022/12/31 08:00:00+00,005S501125,"S5 RAMP (SR 502 WB TO SR 5 SB)  AFTER MILEPOST 0.00: INCREASING MISCELLANEOUS FEATURE WPS SR 5 OX-SR 502 BEHND; BEGIN ROUTE",Northeast,005,S5,01125,4.94000006,3.67000008,0.400000006,7000,0.159999996,{248611C1-6291-4A1F-BD04-72B4027C01E2},2022
-122.640637321061,45.6466735291697,136,2022/12/31 08:00:00+00,500R100143,"R1 RAMP (SR 500 WB TO ST JOHNS BV)  AFTER MILEPOST 0.00: SR 500 WB INTERSECTION; BEGIN ROUTE",West,500,R1,00143,,,,6000,0.230000004,{DFA65CC4-F13D-4167-A814-6D30E2643D08},2022
-117.560631087776,47.6428871093644,137,2022/12/31 08:00:00+00,002,EAST OF MILEPOST 279.23: HAYFORD RD INTERSECTION,Bothways,002,,,,,,34000,271.160004,{E972E8BC-E321-4A49-A621-23FB577C1248},2022
-122.110920415582,48.0535560922368,138,2022/12/31 08:00:00+00,009,NORTH OF MILEPOST 19.26: SR 528 INTERSECTION,Bothways,009,,,,,,19000,19.2700005,{E1EF709D-FCF8-4C46-897A-B4A97A405320},2022
-122.070106840217,47.9154541205445,139,2022/12/31 08:00:00+00,002R100880,"R1 RAMP (SR 2 WB TO 88TH ST SE)  AFTER MILEPOST 0.00: SR 2 WB INTERSECTION; BEGIN ROUTE",Northwest,002,R1,00880,,,,4200,0.200000003,{09101A71-0C65-4F38-AB86-1E9EDF62C4A3},2022
-119.946168947968,47.0200358298245,140,2022/12/31 08:00:00+00,090S114337,"S1 RAMP (SILICA RD TO SR 90 WB)  AFTER MILEPOST 0.00: LX14385-SILICA RD INTERSECTION; BEGIN ROUTE",South,090,S1,14337,6.8499999,9.59000015,3.20000005,220,0.100000001,{C9EF5645-7F2C-416A-A4DD-4EE8785A5C5B},2022
-122.689547372324,47.6633728642827,141,2022/12/31 08:00:00+00,003S204515,S2 RAMP (SR 303 TO S104515)  AFTER MILEPOST 0.02: SR 303 WYE CONNECTION,Southwest,003,S2,04515,,,,8600,0.100000001,{25956D1B-779E-49DB-9FEC-9F6C93761EFC},2022
-122.349220985529,48.5565329578832,142,2022/12/31 08:00:00+00,005P123609,"P1 RAMP (SR 5 NB TO BOW HILL RD)  AFTER MILEPOST 0.00: SR 5 NB INTERSECTION; BEGIN ROUTE",Northeast,005,P1,23609,5.28999996,0.610000014,0.0299999993,3100,0.239999995,{EC7A3744-1F8D-4429-A4FA-4A06AE1E2F17},2022
-119.13087854177,47.0891756328954,143,2022/12/31 08:00:00+00,090S118452,"S1 RAMP (Q RD NE TO SR 90 WB)  AFTER MILEPOST 0.00: LX18489, Q RD NE INTERSECTION; BEGIN ROUTE",Southwest,090,S1,18452,6.4000001,3.45000005,1.48000002,200,0.0799999982,{F7DA51D5-1E50-4C1C-8022-03956808520E},2022
-122.320603787798,48.8843869372635,144,2022/12/31 08:00:00+00,009,NORTH OF MILEPOST 87.82: NOOKSACK RD INTERSECTION,Bothways,009,,,7.86000013,15.8999996,3.5999999,2300,87.3899994,{36FF514D-9EA0-4A51-A789-193B3A3F89F4},2022
-122.651387440478,47.6516076430501,145,2022/12/31 08:00:00+00,303P500646,"P5 RAMP (SR 303 WB TO LX00657)  AFTER MILEPOST 0.00: SR 303 WB INTERSECTION; BEGIN ROUTE",Northeast,303,P5,00646,,,,1700,0.209999993,{A12698E9-C655-42BD-B27D-9331A519BF79},2022
-120.529041675237,46.6490194472114,146,2022/12/31 08:00:00+00,823,NORTHWEST OF MILEPOST 1.12: E FIFTH AVE INTERSECTION,Bothways,823,,,2.31999993,2.36999989,1.51999998,14000,2.00999999,{77042990-75E3-4EE3-9830-E7B812D0A633},2022
-122.295522749042,47.4611624730426,147,2022/12/31 08:00:00+00,518S100134,"S1 RAMP (SEA TAC TO SR 518 WB)  AFTER MILEPOST 0.00: Q100270 INTERSECTION; BEGIN ROUTE",Northeast,518,S1,00134,,,,4100,0.140000001,{C561A158-E7B8-448C-96FD-AD4B7C796913},2022
-122.314026149615,47.8224145818756,148,2022/12/31 08:00:00+00,099,NORTHWEST OF MILEPOST 46.94: 60TH AVE W INTERSECTION,Bothways,099,,,,,,32000,40.5200005,{D4B9BBFB-CE4F-4B1E-BEF1-E0F1D4DE304D},2022
-122.552872540063,45.6122930852426,149,2022/12/31 08:00:00+00,205,NORTH OF MILEPOST 27.65: SR 14 OFF RAMP,Bothways,205,,,,,,135000,1.07000005,{7D280E74-BE36-46D4-9817-DDAD03F44FCD},2022
-117.174253257674,47.3836759345335,150,2022/12/31 08:00:00+00,027,SOUTH OF MILEPOST 63.49: W PORTLAND AVE INTERSECTION,Bothways,027,,,6.34000015,1.5,0.230000004,870,65.7799988,{AF801033-556C-4A58-A552-4047584FC0C6},2022
-122.609010373935,48.1711662372926,151,2022/12/31 08:00:00+00,525,"SOUTHEAST OF MILEPOST 30.52: RACE RD, SR 20 INTERSECTION; END ROUTE",Bothways,525,,,,,,7800,30.7800007,{C51304AA-E555-4555-986C-9DA674D82CDE},2022
-122.249082954748,45.5596490590102,152,2022/12/31 08:00:00+00,014,"AT MILEPOST 21.77: RIGHT MISCELLANEOUS FEATURE SGN ENT SKAMANIA COUNTY,  LEFT MISCELLANEOUS FEATURE SGN ENT CLARK COUNTY",Bothways,014,,,4.32999992,4.25,0.460000008,5200,21.5200005,{5F51B45B-208D-4B87-9F98-511B66B69679},2022
-122.271036140219,47.431656576193,153,2022/12/31 08:00:00+00,005,AT MILEPOST 152.29: S 188TH ST BRIDGE,Bothways,005,,,,,,193000,152.270004,{38FB675E-7FC6-4DB7-AFA5-2643B8317106},2022
-122.312046039118,47.3360152199217,154,2022/12/31 08:00:00+00,099,"NORTH OF MILEPOST 11.37: SR 509, U-TURN ACCESS INTERSECTION",Bothways,099,,,,,,37000,7.73000002,{BAE25C59-EFDD-48CA-9F49-404ADB786AE8},2022
-122.632722201956,47.5650327430004,155,2022/12/31 08:00:00+00,304,"EAST OF MILEPOST 2.63: SR 303, WARREN AVE INTERSECTION",Bothways,304,,,,,,10000,2.63000011,{BAC36C57-4A51-441D-A6D0-81D3F710492B},2022
-119.000434650765,47.3726253170365,156,2022/12/31 08:00:00+00,028,"NORTHWEST OF MILEPOST 77.93: MARLIN RD, W NE INTERSECTION",Bothways,028,,,8.14999962,16.8500004,10.6700001,360,81.9899979,{37EB8A3C-CF8B-4665-9397-13498FA952E7},2022
-122.55263431154,45.7078461512199,157,2022/12/31 08:00:00+00,503,"SOUTH OF MILEPOST 2.81: MEDIAN XROAD, NE 119TH ST INTERSECTION",Bothways,503,,,,,,29000,2.79999995,{0B94ACE2-A9B7-4D8A-975C-176D31911B9F},2022
-122.05069053553,47.3926699016613,158,2022/12/31 08:00:00+00,018S101515,S1 RAMP (SE 231ST ST TO SR 18 WB)  AFTER MILEPOST 0.02: LX01569 WYE CONNECTION,Southwest,018,S1,01515,,,,7000,0.100000001,{68C75241-76FA-4F29-B601-D9D308483815},2022
-122.683456319838,47.7028291471177,159,2022/12/31 08:00:00+00,003Q104901,Q1 RAMP (SR 308 TO SR 3 NB)  AFTER MILEPOST 0.01: SR 308 WYE CONNECTION,North,003,Q1,04901,3.01999998,0.689999998,0.0399999991,2300,0.109999999,{B21D91E8-D738-47F1-ADF9-ACDC01056731},2022
-122.345256021349,47.7415908781474,160,2022/12/31 08:00:00+00,099,NORTH OF MILEPOST 40.97: N 155TH ST INTERSECTION,Bothways,099,,,,,,30000,34.5600014,{F8F44ACF-115A-47B9-84B5-62740CF62731},2022
-117.394293740783,47.6522195689737,161,2022/12/31 08:00:00+00,090,AT MILEPOST 282.11: SR 290 BRIDGE,Bothways,090,,,,,,100000,279.820007,{96B8E6CC-EC60-4359-A39C-392B374CCA2A},2022
-122.217394045568,47.8492800614677,162,2022/12/31 08:00:00+00,527,SOUTH OF MILEPOST 6.61: MILL CREEK RD WYE CONNECTION,Bothways,527,,,,,,32000,3.97000003,{AA70DCA8-8326-4208-9EF2-77217E35A4CC},2022
-122.276869796472,47.2038031506753,163,2022/12/31 08:00:00+00,167R100644,"R1 RAMP (SR 167 SB TO SR 512 WB)  AFTER MILEPOST 0.00: SR 167 SB INTERSECTION; BEGIN ROUTE",West,167,R1,00644,,,,37000,0.409999996,{B082E384-AFBD-4736-9D8F-DCCE91A3C8AA},2022
-120.560556318305,46.6227813718463,164,2022/12/31 08:00:00+00,012R120055,"R1 RAMP (SR 12 WB TO FRUITVALE BL)  AFTER MILEPOST 0.00: SR 12 WB INTERSECTION; BEGIN ROUTE",South,012,R1,20055,2.4000001,1.49000001,0.349999994,8000,0.479999989,{C9B24A5F-3A25-43AD-9A8B-D1AB4DD84090},2022
-121.884205596879,47.5057710700913,165,2022/12/31 08:00:00+00,090Q102660,"Q1 RAMP (SR 18 TO SR 90 EB)  AFTER MILEPOST 0.00: SR 18 INTERSECTION; BEGIN ROUTE",North,090,Q1,02660,,,,10000,0.0399999991,{7F5D7CDD-9AD8-4E7A-9ABE-90DCB42420AA},2022
-122.207651873146,47.8097420061885,166,2022/12/31 08:00:00+00,527,NORTH OF MILEPOST 3.75: SR 524 WYE CONNECTION,Bothways,527,,,,,,38000,1.13,{F6CCCE0A-6827-4FF4-807A-FDECB92726F3},2022
-122.628867250917,47.6211805701606,167,2022/12/31 08:00:00+00,303,SOUTH OF MILEPOST 3.75: MC WILLIAMS RD INTERSECTION,Bothways,303,,,,,,35000,3.9000001,{8B21EF3D-9B34-480B-B9F6-187B8E5FC432},2022
-117.368159912898,47.7709538283593,168,2022/12/31 08:00:00+00,395P116505S,"P1 RAMP (SR 395 NSC TO FARWELL RD)  AFTER MILEPOST 0.00: SR 395 NSC NB INTERSECTION; BEGIN ROUTE",North,395,P1,16505S,,,,1100,0.5,{39015966-A0DF-45D9-A75D-E1890034EB7B},2022
-122.184436867162,48.0516846319309,169,2022/12/31 08:00:00+00,005,AT MILEPOST 199.11: SR 528 BRIDGE,Bothways,005,,,3.82999992,4.84000015,0.49000001,119000,199.089996,{4E03E594-65F9-4D93-9E3B-621767E30165},2022
-119.66821374737,48.1389887104437,170,2022/12/31 08:00:00+00,097,"NORTH OF MILEPOST 267.75: CAMERON LAKE RD, MONSE BRIDGE RD INTERSECTION",Bothways,097,,,9.14999962,9.39000034,2.74000001,3400,252.809998,{388814CA-8B36-40E9-99B7-58B6B49C647B},2022
-122.484453920184,47.1591641032539,171,2022/12/31 08:00:00+00,005S512677,S5 RAMP (S 104TH ST TO SR 5 SB)  AFTER MILEPOST 0.44: S112677 ON RAMP,Southwest,005,S5,12677,,,,19000,0.529999971,{9D06B2B6-0796-4327-A815-C0CB51422639},2022
-122.677283984313,45.6327743240218,172,2022/12/31 08:00:00+00,501,"WEST OF MILEPOST 0.61: FRANKLIN ST, MEDIAN XROAD INTERSECTION",Bothways,501,,,7.96999979,10.9499998,1,10000,0.620000005,{21C8013E-C660-4A0D-AD19-8C3931FDAAF8},2022
-122.843103547039,46.4568408404878,173,2022/12/31 08:00:00+00,505,"NORTH OF MILEPOST 5.46: JACKSON HWY, PLOMONDON RD INTERSECTION",Bothways,505,,,7.01000023,2.41000009,0.189999998,3600,5.44999981,{7E8ADEAF-5E97-4D01-8CCA-E7AB7125D6DC},2022
-120.177457981782,46.3445262076816,174,2022/12/31 08:00:00+00,082Q105905,"Q1 RAMP (SR 223 TO SR 82 EB)  AFTER MILEPOST 0.00: SR 223 INTERSECTION; BEGIN ROUTE",Southeast,082,Q1,05905,3.19000006,8.92000008,2.41000009,2800,0.109999999,{F39A4937-A44C-41BD-80BC-3D7D690241D3},2022
-123.005918207324,46.8020763494123,175,2022/12/31 08:00:00+00,005P108802,"P1 RAMP (SR 5 NB TO OLD HWY 99)  AFTER MILEPOST 0.00: SR 5 NB INTERSECTION; BEGIN ROUTE",Northeast,005,P1,08802,7.07000017,6.07000017,0.829999983,7700,0.310000002,{396255F7-9DB9-46AC-A194-A19613E83267},2022
-122.216848676391,47.4794739371613,176,2022/12/31 08:00:00+00,167,SOUTH OF MILEPOST 27.16: SR 900 WYE CONNECTION,Bothways,167,,,,,,38000,28.4300003,{A761637B-262F-440B-9F3A-40E63661AC42},2022
-122.56106775053,47.2821986454203,177,2022/12/31 08:00:00+00,016AR,AT MILEPOST 9.37: TOLL BOOTH,South,016,AR,,3.02999997,1.80999994,0.0500000007,8500,0.209999993,{66490D47-73D4-446A-B024-8651B71727B1},2022
-124.089528813034,46.794222806284,178,2022/12/31 08:00:00+00,105,"NORTH OF MILEPOST 25.71: CO LINE RD, CRANBERRY BEACH RD INTERSECTION",Bothways,105,,,,,,2800,25.6000004,{11BE8E23-14BC-46CD-8B9E-3BFE43EAF6BC},2022
-122.995252135967,46.1424731593068,179,2022/12/31 08:00:00+00,432,"NORTHWEST OF MILEPOST 3.30: LONGVIEW ALUMINUM CO ENTRANCE/EXIT; 38TH AVE INTERSECTION",Bothways,432,,,,,,6400,3.28999996,{77DA13A3-FE17-45A6-8A66-EA5B7A589752},2022
-117.9366526649,48.566922922055,180,2022/12/31 08:00:00+00,395,NORTHWEST OF MILEPOST 231.72: WILLIAMS LAKE RD INTERSECTION,Bothways,395,,,,,,9100,236.470001,{067DDF95-F5D0-4FB7-BC3C-21BD24E237FD},2022
-122.386288643488,47.2460271833611,181,2022/12/31 08:00:00+00,509Q500228,"Q5 RAMP (PT OF TAC RD TO CI00168)  AFTER MILEPOST 0.00: LX00235 INTERSECTION; BEGIN ROUTE",West,509,Q5,00228,,,,3000,0.0299999993,{28476634-A430-4832-A83F-E6550BD3728F},2022
-122.484100048251,47.2344594452252,182,2022/12/31 08:00:00+00,016R100141,"R1 RAMP (SR 16 EB TO UNION AVE)  AFTER MILEPOST 0.00: SR 16 EB INTERSECTION; BEGIN ROUTE",East,016,R1,00141,,,,7600,0.180000007,{08181F9C-5F48-4ACE-AD4A-9C6D36802F3A},2022
-117.564728210688,47.4990001827314,183,2022/12/31 08:00:00+00,904,"NORTH OF MILEPOST 11.93: 4TH ST, CHENEY-SPOKANE RD INTERSECTION",Bothways,904,,,,,,16000,11.9399996,{43662E15-D76E-47BA-B9DD-F9D4FAD4CFAF},2022
-117.390864449246,47.3113649099088,184,2022/12/31 08:00:00+00,195R107114,"R1 RAMP (SR 195 SB TO CHENY PLAZA)  AFTER MILEPOST 0.00: SR 195 SB INTERSECTION; BEGIN ROUTE",South,195,R1,07114,5.03999996,5.76000023,0,140,0.25999999,{1482276A-F875-4C9D-B864-AC97DAD2FDEA},2022
-120.815584279612,45.6979286701994,185,2022/12/31 08:00:00+00,097,WEST OF MILEPOST 1.89: SR 14 INTERSECTION,Bothways,097,,,7.03999996,18.7199993,2.55999994,5400,2.1400001,{E645A7D4-8408-476A-B176-8E10259A0F6C},2022
-122.278726160231,47.8676032861634,186,2022/12/31 08:00:00+00,099,SOUTHEAST OF MILEPOST 50.51: SR 525 SB OFF RAMP,Bothways,099,,,,,,38000,44.0699997,{658995B2-9181-4647-8A13-CE25C38C1538},2022
-119.305032987533,46.2528408691426,187,2022/12/31 08:00:00+00,182P100258,"P1 RAMP (SR 182 EB TO QUEENSGATE)  AFTER MILEPOST 0.00: SR 182 EB INTERSECTION; BEGIN ROUTE",East,182,P1,00258,3.42000008,2.19000006,0.109999999,1800,0.280000001,{5ECF1A24-9B3E-406D-A452-FD6EEF40153F},2022
-117.89366646292,47.2126070643825,188,2022/12/31 08:00:00+00,023,NORTHWEST OF MILEPOST 35.48: LAMONT RD INTERSECTION,Bothways,023,,,7.03999996,7.28999996,6.03000021,400,35.5299988,{C030D987-7956-4CAF-ACC0-7B860CC8F70A},2022
